,country_code,year,emissions_total,emissions_per_capita,methane_emissions(kt_CO2_emissions),nitrous_oxide_emissions(mt_CO2_emissions),pop_0014_percent,pop_1564_percent,pop_65up_percent,pop_growth_percent,pop_total,urban_pop_total,urban_pop_percent,fossil_energy_use_imp,electricity_access_percent_imp,fdi_percent_gdp_imp,cereal_yield_imp,emissions_per_gdp_imp,gdp_per_capita_imp,gni_per_capita_imp,forest_area_in_per_imp,renewable_energy_consumption_imp,energy_use_per_capita_imp,pop_urb_aggl_percent_imp
1,ZWE,2015,12430.0003051758,0.878138864565473,12260.0002288818,5400.0,42.8726705035847,54.0297035585535,3.09762593786182,2.13629423811133,14154937.0,4584076.0,32.385,75.8021754207306,33.7000007629395,0.110203211360551,557.5,0.335796765555694,1410.32917419555,1220.0,45.6893628021197,80.82,1231.6124957689,10.5950524541367
2,ZWE,2014,12079.9999237061,0.87184001646869,11369.9998855591,4910.0,43.1723631332054,53.799450668614,3.02818619818064,2.19139105592343,13855753.0,4503674.0,32.504,75.8021754207306,32.2999992370605,0.369315624135534,831.4,0.340332675681828,1407.03429326432,1210.0,45.8084528887166,80.27,1231.6124957689,10.7872881394465
3,ZWE,2013,12279.9997329712,0.905910545091934,12340.0001525879,5500.0,43.3704403806256,53.6349939395097,2.99456567986469,2.1632674727572,13555422.0,4426387.0,32.654,29.0957594045934,40.4983749389648,0.141427749874772,668.5,0.359197799833068,1408.36780957465,1200.0,45.9275429753134,78.87,832.572235670715,10.9890640070077
4,ZWE,2012,12010.0002288818,0.905367550111022,12460.000038147,5800.0,43.4539477379042,53.55695609857,2.98909616352581,1.82230856245569,13265331.0,4355539.0,32.834,28.8608734054427,44.0,0.286301079726444,695.7,0.385422170951751,1290.19395595933,1120.0,46.0466330619103,77.5,814.910234806806,11.1914659347739
5,ZWE,2011,11409.9998474121,0.875954873154447,12640.0003433228,6260.0,43.3837576775603,53.6479260175106,2.96831630492903,1.43833913255502,13025785.0,4300463.0,33.015,28.4927432410129,36.9000015258789,0.302795641028551,587.4,0.421008375685547,1082.61577402053,950.0,46.1657231485072,79.27,787.030033122764,11.3586935451491
6,ZWE,2010,9600.00038146973,0.747676915847621,12270.0004577637,6120.0,43.1700551033992,53.8895963911504,2.94034850545031,1.253649854212,12839771.0,4262290.0,33.196,24.8557053972287,38.7825508117676,0.359585117267907,733.4,0.414446495683201,937.840338429712,650.0,46.284813235104,82.27,736.691254072989,11.484293606171
7,ZWE,2009,7750.0,0.611207896648294,11829.9999237061,5770.0,42.9127605224369,54.1691752478941,2.91806422966906,1.02626500717403,12679810.0,4232267.0,33.378,23.9308308675101,43.369083404541,0.2870217442144795,452.4,0.411236840557133,762.297957461508,440.0,46.4039033217009,82.09,720.587138135351,11.5898582076545
8,ZWE,2008,7599.99990463257,0.605560938245976,11369.9998855591,5360.0,42.678742560714,54.4186645031144,2.90259293617169,0.798207023794335,12550347.0,4211896.0,33.56,23.6719554390517,37.7193450927734,0.181171613270712,309.7,0.454645093603633,351.839100544391,130.0,46.5229934082978,81.86,714.435704447056,11.6698845059822
9,ZWE,2007,9760.00022888184,0.783899997886188,11229.9995422363,5330.0,42.4725522562505,54.6353708521571,2.89207689159242,0.969118750298355,12450568.0,4201195.0,33.743,27.9987689068141,37.2040100097656,0.0585795395160661,806.7,0.489917587324102,425.036841692684,250.0,46.6420834948947,77.97,775.061828504531,11.7235775909983
10,ZWE,2006,9829.99992370605,0.797210810252151,10949.9998092651,5130.0,42.3323687866419,54.7707593128902,2.89687190046787,0.861222619917424,12330490.0,4183242.0,33.926,28.5472035371104,37.2000007629395,0.000183691956671109,934.2,0.488252603507272,441.498796884795,290.0,46.7611735814915,78.59,798.490327634993,11.7977306660157
11,ZWE,2005,10510.0002288818,0.859731090589871,11199.9998092651,5240.0,42.1632503398331,54.9306785556599,2.90607110450702,0.523850608635102,12224753.0,4169863.0,34.11,30.3067686393297,36.1923141479492,0.0191130993676831,653.8,0.519508045895559,470.783761438779,330.0,46.8802636680884,80.15,786.614829763841,11.8595361395032
12,ZWE,2004,9770.00045776367,0.80339577846076,11189.9995803833,5360.0,41.9190335832152,55.1670534738785,2.91391294290632,0.701855595519876,12160881.0,4170453.0,34.294,28.1610331278732,35.690601348877,1.72247532657443e-05,1205.9,0.46962836930399,477.399491040164,320.0,46.9993537546853,81.58,753.482334051291,11.8815816058064
13,ZWE,2003,10180.0003051758,0.843006401314742,10970.0002670288,5120.0,41.7458313522753,55.3135712386111,2.94059740911359,0.757960496752579,12075828.0,4163625.0,34.479,29.8464233386111,35.1883506774902,0.00349186895616409,795.3,0.473290931427421,474.30220105818,340.0,47.1184438412822,77.83,776.618630209042,11.9247558014241
14,ZWE,2002,12489.9997711182,1.04216694055478,11109.9996566772,5160.0,41.7205884463485,55.2964985860239,2.98291296762757,0.616566778386599,11984644.0,4144889.0,34.585,34.4124004269877,34.2000007629395,0.0504563429330941,539.1,0.491512349482663,529.186882814375,370.0,47.237533927879,74.3,818.244747194827,11.9505343671452
15,ZWE,2001,13900.0,1.1669906534963,11840.0001525879,5810.0,41.7984334199271,55.1716599246367,3.02990665543613,0.642662969955232,11910978.0,4069981.0,34.17,37.0955744046918,34.1728439331055,0.0604953102337543,1193.9,0.506116018379033,569.003208636604,390.0,47.3566240144759,71.53,838.0164080565,11.7998706739279
