iso3_country,start_time,end_time,original_inventory_sector,gas,emissions_quantity,emissions_quantity_units,temporal_granularity,created_date,modified_date
SLV,2020-01-01 00:00:00,2020-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,0,tonnes,annual,2022-09-05 15:48:05.685008,2022-09-15 16:29:29.678734
SLV,2020-01-01 00:00:00,2020-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,0,tonnes,annual,2022-09-05 15:48:05.685013,2022-09-15 16:29:29.678734
MLT,2020-01-01 00:00:00,2020-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,0,tonnes,annual,2022-09-05 15:48:05.686501,2022-09-15 16:29:29.678734
MLT,2020-01-01 00:00:00,2020-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,0,tonnes,annual,2022-09-05 15:48:05.686506,2022-09-15 16:29:29.678734
KEN,2020-01-01 00:00:00,2020-12-31 00:00:00,oil-and-gas-production-and-transport,co2,0,tonnes,annual,2022-09-05 15:48:05.686071,2022-09-15 16:29:29.678734
KEN,2020-01-01 00:00:00,2020-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,0,tonnes,annual,2022-09-05 15:48:05.686076,2022-09-15 16:29:29.678734
KEN,2020-01-01 00:00:00,2020-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,0,tonnes,annual,2022-09-05 15:48:05.68609,2022-09-15 16:29:29.678734
KEN,2020-01-01 00:00:00,2020-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,0,tonnes,annual,2022-09-05 15:48:05.686095,2022-09-15 16:29:29.678734
ETH,2020-01-01 00:00:00,2020-12-31 00:00:00,oil-and-gas-production-and-transport,co2,0,tonnes,annual,2022-09-05 15:48:05.670787,2022-09-15 16:29:29.678734
ETH,2020-01-01 00:00:00,2020-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,0,tonnes,annual,2022-09-05 15:48:05.670792,2022-09-15 16:29:29.678734
ETH,2020-01-01 00:00:00,2020-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,0,tonnes,annual,2022-09-05 15:48:05.670802,2022-09-15 16:29:29.678734
ETH,2020-01-01 00:00:00,2020-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,0,tonnes,annual,2022-09-05 15:48:05.670807,2022-09-15 16:29:29.678734
CHE,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,0,tonnes,annual,2022-09-05 15:48:05.69241,2022-09-15 16:29:30.315219
CHE,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,0,tonnes,annual,2022-09-05 15:48:05.692415,2022-09-15 16:29:30.315219
HND,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2,0,tonnes,annual,2022-09-05 15:48:05.692533,2022-09-15 16:29:30.315219
HND,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,0,tonnes,annual,2022-09-05 15:48:05.692539,2022-09-15 16:29:30.315219
HND,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,0,tonnes,annual,2022-09-05 15:48:05.692549,2022-09-15 16:29:30.315219
HND,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,0,tonnes,annual,2022-09-05 15:48:05.692554,2022-09-15 16:29:30.315219
MLT,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,0,tonnes,annual,2022-09-05 15:48:05.708075,2022-09-15 16:29:30.315219
MLT,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,0,tonnes,annual,2022-09-05 15:48:05.70808,2022-09-15 16:29:30.315219
FIN,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,0,tonnes,annual,2022-09-05 15:48:05.70941,2022-09-15 16:29:30.315219
FIN,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,0,tonnes,annual,2022-09-05 15:48:05.709415,2022-09-15 16:29:30.315219
ETH,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2,0,tonnes,annual,2022-09-05 15:48:05.692667,2022-09-15 16:29:30.315219
ETH,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,0,tonnes,annual,2022-09-05 15:48:05.692673,2022-09-15 16:29:30.315219
ETH,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,0,tonnes,annual,2022-09-05 15:48:05.692683,2022-09-15 16:29:30.315219
ETH,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,0,tonnes,annual,2022-09-05 15:48:05.692688,2022-09-15 16:29:30.315219
ALB,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.453967,
ARE,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.454406,
ARG,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.454728,
AUS,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.45503,
AZE,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.45529,
BEN,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.455539,
BGD,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.455789,
BGR,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.456039,
BHR,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.456295,
BLZ,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.456536,
BOL,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.456783,
BRA,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.457036,
BRB,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.457323,
CAN,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.457567,
CHL,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.457823,
CHN,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.45808,
CIV,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.458319,
CMR,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.458563,
COD,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.458808,
COG,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.459048,
COL,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.459296,
CUB,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.459549,
DEU,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.45979,
DNK,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.460037,
DZA,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.460277,
ECU,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.460526,
EGY,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.460775,
ESP,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.461023,
EST,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.461263,
FRA,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.461499,
GAB,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.461742,
GBR,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.461986,
GEO,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.462237,
GHA,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.462474,
GNQ,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.46272,
GRC,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.462966,
GTM,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.463206,
HRV,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.463449,
IDN,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.463684,
IND,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.463928,
IRN,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.464168,
IRQ,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.464409,
ISR,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.464674,
ITA,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.464927,
JOR,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.465164,
JPN,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.465406,
KAZ,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.465642,
KGZ,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.465873,
KWT,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.466116,
LBY,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.46635,
MAR,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.466586,
MDG,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.466826,
MEX,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.467068,
MMR,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.467307,
MOZ,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.467542,
MYS,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.467779,
NGA,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.468017,
NLD,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.468254,
NOR,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.468491,
NZL,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.468732,
OMN,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.468969,
PAK,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.469209,
PER,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.469451,
PHL,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.469696,
PNG,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.469932,
PRK,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.470181,
QAT,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.470423,
RUS,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.470713,
SAU,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.470886,
SEN,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.471063,
SRB,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.471241,
SSD,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.471411,
SUR,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.47158,
TCD,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.471752,
THA,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.471922,
TKM,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.472097,
TLS,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.472268,
TTO,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.472458,
TUN,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.472694,
TZA,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.472934,
UKR,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.473182,
USA,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.473415,
UZB,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.473653,
VEN,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.473888,
VNM,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.474126,
YEM,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.474367,
AGO,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.474605,
ALB,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.474841,
ARE,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.475079,
ARG,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.475327,
AUS,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.475573,
AZE,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.475809,
BEN,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.476045,
BGD,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.476283,
BGR,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.476519,
BHR,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.476758,
BLZ,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.476995,
BOL,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.477234,
BRA,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.477474,
BRB,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.477711,
CAN,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.477955,
CHL,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.478191,
CHN,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.478419,
CIV,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.478631,
CMR,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.478839,
COD,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.479049,
COG,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.479257,
COL,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.479468,
CUB,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.479678,
DEU,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.479886,
DNK,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.4801,
DZA,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.480307,
ECU,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.480522,
EGY,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.480736,
ESP,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.480948,
EST,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.481158,
FRA,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.481372,
GAB,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.481579,
GBR,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.481782,
GEO,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.482,
GHA,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.482216,
GNQ,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.482421,
GRC,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.482633,
GTM,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.482843,
HRV,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.483048,
IDN,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.483265,
IND,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.483471,
IRL,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.483689,
IRN,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.483895,
IRQ,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.484109,
ISR,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.484319,
ITA,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.484528,
JOR,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.484739,
JPN,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.484958,
KAZ,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.485168,
KGZ,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.48538,
KWT,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.485587,
LBY,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.485799,
MAR,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.486013,
MDG,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.486221,
MEX,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.4864,
MMR,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.486565,
MOZ,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.486735,
MYS,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.486904,
NGA,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.487072,
NLD,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.487241,
NOR,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.487412,
NZL,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.487579,
OMN,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.487753,
PAK,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.487924,
PER,2016-01-01 00:00:00,2016-12-31 00:00:00,oil-and-gas-production-and-transport,n2o,0,tonnes,annual,2022-09-05 15:48:05.488096,
