country_code,year,forest_area_percent,cereal_yield,electricity_access_percent,renew_energy_percent,energy_use_per_capita,emissions_total,emissions_per_capita,emissions_per_gdp,gdp_growth_percent,gdp_per_capita,gni_per_capita,pop_growth_percent,pop_total,urb_pop_growth_percent,urban_pop_total,urban_pop_percent
WLD,2013,30.7946739562124,3818.3483365015,85.1398974157153,17.2570837799178,1880.42616071459,33119382.9903457,4.581344238302,0.30976750736866,2.80785406404401,10735.2613169889,10829.5040432766,1.23638311546821,7229184551.0,2.10088022755211,3824116789.0,52.9118826922784
WLD,2012,30.8198468330224,3615.4181827092,84.6351895707587,16.9890046199474,1878.39260459397,32460316.8599246,4.54569260266879,0.313388213852043,2.70917924804091,10573.0645345175,10462.0104011431,1.23856183369431,7140895722.0,2.09521684156866,3745429795.0,52.4639613475433
WLD,2011,30.8443891425701,3699.26642473943,82.0744496417354,16.7562472241258,1868.62418900638,32021108.2567955,4.53972593137246,0.319008897262592,3.31032368373643,10471.0142835756,9880.77621907763,1.20381463744106,7053533350.0,2.07786862369296,3668565395.0,52.0237994659474
WLD,2010,30.869964085276,3581.73841748289,83.1374095629006,16.8658548440505,1862.13326176455,31043476.9820017,4.45410567200078,0.321169263899131,4.54083828749657,9556.5689712282,9413.1552304037,1.22200562383263,6969631901.0,2.19125210116809,3593889101.0,51.5783878710578
WLD,2009,30.8967480813429,3596.0903810441,82.7698919497576,17.2235107545025,1784.4687324204,29267375.1851199,4.25058662733389,0.318168206902642,-1.34144814525818,8830.75274888574,8977.70556880035,1.23625066382576,6885490816.0,2.23420748202483,3516826565.0,51.0892401550095
WLD,2008,30.9226052199397,3576.30417233219,82.4012748853695,16.7700807049704,1817.80283353148,29595752.3971559,4.35141529969183,0.319424895649708,2.06917577064544,9427.57192370836,8942.02155035432,1.24696483329723,6801408360.0,2.2713845256322,3439970487.0,50.590587920785
WLD,2007,30.9450297947914,3407.94777330342,81.7717755851209,16.5959360479545,1812.24089446223,29368779.2020021,4.37188828794566,0.325565052534974,4.3819007711502,8686.00895057651,8343.55358387636,1.24652440524548,6717641730.0,2.25677750339115,3363570859.0,50.083892931053
WLD,2006,30.9712308197343,3342.79564565512,81.2793037809783,16.7671689049696,1785.26535750519,28302931.6563452,4.26574321147095,0.32981522406745,4.42042540010897,7804.18026263553,7830.15339186578,1.25697319167169,6634935638.0,2.28937915131122,3289337823.0,49.5891393380469
WLD,2005,30.9962380417869,3313.22565565613,80.5710438126696,16.6993088870265,1756.01182564003,27414328.0228544,4.18375102507342,0.335689945741853,4.00459714398013,7292.47117416107,7344.58726034539,1.2633713888996,6552571570.0,2.31683596204158,3215717849.0,49.0886911694704
WLD,2004,31.0313628883713,3395.39784230478,80.0792478091506,16.8416361574225,1729.18410217973,26434355.2603611,4.08516245196244,0.33833798499288,4.47124067481792,6818.91569432142,6631.75165686592,1.27457864888491,6470821068.0,2.32603950509018,3142901966.0,48.5834175301857
WLD,2003,31.0660899299073,3131.77548479491,79.8711372989496,17.1312636730803,1678.55485359158,25285349.2444045,3.95740055830109,0.340046307548537,3.10962653561648,6127.71482090896,5819.245472552,1.28867181196335,6389383352.0,2.33502056319084,3071458625.0,48.0843442587805
WLD,2002,31.1012044270228,3132.92852034328,79.2821473286736,17.3094197848475,1639.81556177053,24165261.2571346,3.83083481124684,0.336994777257835,2.3048276718123,5535.42292444182,5424.93540953506,1.31302188872051,6308092739.0,2.36677773344391,3001375881.0,47.592846361312
WLD,2001,31.1358197760399,3159.81356232026,77.8317161074375,17.3181498923772,1627.57533439966,23845771.4451802,3.82982188806873,0.341489807943959,2.00920320572551,5400.2771707813,5470.21980949589,1.33483941265074,6226339538.0,2.30217527141659,2931982375.0,47.1030845882629
WLD,2000,31.1706901936844,3090.00164088962,78.1798986419251,17.6268099428096,1629.09804918139,23445433.273458,3.81578807455953,0.34350708188015,4.51495666975022,5507.46287007646,5494.79299693466,1.35330175380903,6144322697.0,2.18773892428798,2866001986.0,46.6578520297892
